acc	organism	database_source	llps_roles	mlos	idrs	lcrs	llps_regions	pfam_domains
P37894	Caulobacter vibrioides (strain ATCC 19089 / CIP 103742 / CB 15)	cdcode,phasepdb	driver,client	podj_condensates				
P38009	Saccharomyces cerevisiae	cdcode,drllps,phasepdb	client	stress_granule		253-264		AICARFT_IMPCHas (x1),MGS (x1)
P38025	Arabidopsis thaliana	cdcode,drllps	client	nucleolus				SAICAR_synt (x1)
P38070	Saccharomyces cerevisiae	cdcode,drllps	client	p_body	170-193	176-191,424-430		Pkinase (x1),Pkinase_C (x1)
P38074	Saccharomyces cerevisiae	drllps	client	others				
P38112	Saccharomyces cerevisiae	cdcode,drllps	client	nucleolus,stress_granule	73-99,114-144	50-68,85-98,114-125,139-149		DEAD (x1),Helicase_C (x1)
P38117	Homo sapiens	phasepdb	client	nuclear_speckle,p62_cluster				
P38123	Saccharomyces cerevisiae	drllps	regulator	p_body,stress_granule				WD40 (x4)
P38132	Saccharomyces cerevisiae	cdcode,drllps	client	stress_granule	812-845	40-53,426-449		MCM_N (x1),MCM_OB (x1),MCM (x1),MCM_lid (x1)
P38143	Saccharomyces cerevisiae	drllps	client	others				GSHPx (x1)
P38144	Saccharomyces cerevisiae	drllps	regulator	others,stress_granule	144-177,683-705,1073-1129	147-182,503-515,848-860,940-967		SNF2-rel_dom (x1),Helicase_C (x1),HAND (x1),SLIDE (x1)
P38147	Saccharomyces cerevisiae	cdcode,drllps	client	stress_granule		483-495		Pkinase (x1)
P38151	Saccharomyces cerevisiae	cdcode,drllps	client	stress_granule	1-36	2-23,50-67		KH_1 (x3)
P38159	Homo sapiens	cdcode,drllps,phasepdb	driver,client	nuclear_body,nuclear_speckle,nuclear_stress_body,nucleolus,p62_cluster,p_body,paraspeckle,sam68_nuclear_body,stress_granule,synthetic_condensate_000319	61-391	91-127,148-171,218-234,257-274,303-341,355-390	1-391_phasepdb	RRM_1 (x1),RBM1CTR (x1)
P38159-2	Homo sapiens	phasepdb	client	nuclear_stress_body				
P38182	Saccharomyces cerevisiae	cdcode,drllps,phasepdb	driver,client,regulator	stress_granule,synthetic_condensate_000282,synthetic_condensate_000332,synthetic_condensate_000355			1-117_phasepdb	ATG8 (x1)
P38198	Saccharomyces cerevisiae	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body	586-605,648-701,1089-1180	2-16,202-218,315-326,379-395,484-502,573-603,1316-1328		CLASP_N (x1)
P38199	Saccharomyces cerevisiae	cdcode,drllps,phasepdb	client	others,p_body,stress_granule	1-34,344-381	15-33,117-128,246-257,297-303,327-350		KH_1 (x3)
P38203	Saccharomyces cerevisiae	cdcode,drllps	client	p_body				LSM (x1)
P38208	Saccharomyces cerevisiae	cdcode,drllps	client	tam_body		78-87		
P38219	Saccharomyces cerevisiae	cdcode,drllps,phasepdb	driver,client	others,stress_granule				MMR_HSR1 (x1),YchF-GTPase_C (x1)
P38228	Saccharomyces cerevisiae	drllps	regulator	p_body		123-135,305-315		
P38249	Saccharomyces cerevisiae	cdcode,drllps	client	others,stress_granule	503-545,839-964	62-72,97-117,504-526,532-542,634-649,807-821,823-844,921-945		
P38254	Saccharomyces cerevisiae	cdcode,drllps,phasepdb	client	p_body		453-473,502-528		SurE (x1),TTL (x1)
P38262	Saccharomyces cerevisiae	drllps	client	others	104-140			ANAPC4_WD40 (x1),WD40 (x2),LisH (x1)
P38263	Saccharomyces cerevisiae	cdcode,drllps	client	stress_granule	1-40,240-267			Vac_ImportDeg (x1)
P38279	Saccharomyces cerevisiae	drllps	regulator	stress_granule				PQ-loop (x2)
P38280	Saccharomyces cerevisiae	drllps	regulator	p_body	1-24,162-225	201-220,321-380,436-456		
P38291	Saccharomyces cerevisiae	cdcode,drllps	client	tam_body	1-21	110-123		Rpp20 (x1)
P38293	Saccharomyces cerevisiae	cdcode,drllps	client	p_body	1-52			UMP1 (x1)
P38313	Saccharomyces cerevisiae	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body		20-28,125-141,206-233		
P38321	Saccharomyces cerevisiae	drllps	regulator	p_body,stress_granule	1-84,103-160,512-556,568-613,648-676	63-79,98-127,131-142,171-181,291-301,327-347,528-537,543-555,570-601,661-677		
P38323	Saccharomyces cerevisiae	drllps	client	others		79-90,142-155,304-317		AAA_2 (x1),ClpB_D2-small (x1)
P38326	Saccharomyces cerevisiae	drllps	regulator	stress_granule	1-92,126-146,199-219	12-28,33-61,123-138,213-223,287-298		BCNT (x1)
P38330	Saccharomyces cerevisiae	cdcode,drllps	client	p_body	1-29,77-133,590-630	83-128,647-662		
P38333	Saccharomyces cerevisiae	cdcode,drllps	client	nucleolus,others,stress_granule	1-21,33-55,67-123,171-200	37-51,96-109,125-136,349-362		Bystin (x1)
P38336	Saccharomyces cerevisiae	cdcode,drllps	client	nucleolus,tam_body		31-43,94-106		RNase_P-MRP_p29 (x1)
P38341	Saccharomyces cerevisiae	cdcode,drllps	client	stress_granule				AIM5 (x1)
P38353	Saccharomyces cerevisiae	drllps	regulator	stress_granule		12-23,247-260,422-441,447-460		Plug_translocon (x1),SecY (x1)
P38398	Homo sapiens	cdcode,drllps,phasepdb	driver,client,regulator	centrosome/spindle_pole_body,dna_damage_foci,pml_nuclear_body	230-270,306-338,534-570,654-709,1181-1216,1322-1387,1440-1505,1565-1596	394-405,533-544,643-654,729-736,1209-1223,1254-1268,1397-1437,1572-1587,1673-1686		BRCT (x2),zf-C3HC4 (x1),BRCT_assoc (x1)
P38418	Arabidopsis thaliana	cdcode,drllps	client	chloroplast_stress_granule,nucleolus		37-49		PLAT (x1),Lipoxygenase (x1)
P38420	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	835-871,878-897	14-20,591-597,671-684		RNA_pol_Rpb2_7 (x1),RNA_pol_Rpb2_2 (x1),RNA_pol_Rpb2_1 (x1),RNA_pol_Rpb2_3 (x1),RNA_pol_Rpb2_4 (x1),RNA_pol_Rpb2_5 (x1),RNA_pol_Rpb2_6 (x1)
P38430	Saccharomyces cerevisiae	drllps	regulator	stress_granule				TatD_DNase (x1)
P38431	Saccharomyces cerevisiae	cdcode,drllps	client	others,stress_granule	143-202	147-162,393-405		W2 (x1),eIF-5_eIF-2B (x1)
P38432	Homo sapiens	cdcode,drllps,phasepdb	driver,client	cajal_body,nuclear_body,nuclear_speckle,nucleolus,p62_cluster,pml_nuclear_body,stress_granule	125-330,352-389	57-66,178-204,235-259,301-320,409-420		Coilin_N (x1)
P38435	Homo sapiens	phasepdb	client	stress_granule	1-22,732-758	102-133,243-253,258-272,324-339,368-377,630-645,660-673		VKG_Carbox (x1)
P38557	Arabidopsis thaliana	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body,spindle_apparatus				Tubulin_C (x1),Tubulin (x1)
P38606	Homo sapiens	cdcode,drllps	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities		206-217		ATP-synt_ab_N (x1),ATP-synt_ab (x1),ATP-synt_ab_Xtn (x1)
P38623	Saccharomyces cerevisiae	drllps	client	others	1-55,99-127,541-564	119-147,196-206,216-231,352-361		Pkinase (x1)
P38625	Saccharomyces cerevisiae	drllps	client	stress_granule				GATase (x1),NAD_synthase (x1),GMP_synt_C (x1)
P38627	Saccharomyces cerevisiae	drllps	client	others		4-18,61-72		CTP_synth_N (x1),GATase (x1)
P38631	Saccharomyces cerevisiae	cdcode,drllps	client	stress_granule	1-108	243-265,532-552,560-590,1360-1379,1470-1489,1641-1664,1750-1763,1802-1823		FKS1_dom1 (x1),Glucan_synthase (x1)
P38646	Homo sapiens	cdcode,drllps,phasepdb	driver,client	centrosome,centrosome/spindle_pole_body,nuclear_stress_body,nucleolus,p62_cluster,p_body,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities,stress_granule	656-679	3-19,416-446,608-628,657-679		HSP70 (x1)
P38647	Mus musculus	cdcode,drllps	client	mast_cell_extracellular_granules_(mcegs),postsynaptic_density	656-679	3-26,416-446,657-679		HSP70 (x1)
P38663	Homo sapiens	phasepdb	client	nuclear_body,nucleolus				
P38666	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	119-163	112-132,146-162		Ribosomal_L24e (x1)
P38689	Saccharomyces cerevisiae	cdcode,drllps	client	stress_granule				Pribosyl_synth (x1),Pribosyltran_N (x1)
P38691	Saccharomyces cerevisiae	cdcode,drllps	client	stress_granule	56-105,377-397,532-570,732-824,949-978	63-84,87-100,372-389,484-495,538-576,602-619,734-743,769-777		Pkinase (x1)
P38698	Saccharomyces cerevisiae	cdcode,drllps	client	stress_granule		92-109		DHHA2 (x1),DHH (x1)
P38712	Saccharomyces cerevisiae	cdcode,drllps	client	nucleolus,stress_granule	36-81,480-501	36-69,482-489		DEAD (x1),Helicase_C (x1)
P38713	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	cdcode,phasepdb	driver,client	stress_granule	75-114,338-372,556-611	83-95,106-122,580-600,937-957	588-996_phasepdb	PH_8 (x1),Oxysterol_BP (x1)
P38715	Saccharomyces cerevisiae	cdcode,drllps,phasepdb	client	stress_granule				Aldo_ket_red (x1)
P38719	Saccharomyces cerevisiae	cdcode,drllps	client	nucleolus,stress_granule	404-431			Helicase_C (x1),DEAD (x1)
P38747	Saccharomyces cerevisiae	cdcode,drllps	client	stress_granule	23-46,96-130	10-37,102-123		OTU (x1)
P38760	Saccharomyces cerevisiae	cdcode,drllps,phasepdb	driver,client	others,p_body	1-35	82-93,525-546		RRM_1 (x3)
P38764	Saccharomyces cerevisiae	cdcode,drllps,phasepdb	driver,client	others,proteasome_condensate,proteasome_storage_granule	1-44,170-191,628-728	21-44,174-192,488-499,632-642,662-690,693-711,724-729,825-835		PC_rep (x2),RPN1_RPN2_N (x1),RPN1_C (x1)
P38786	Saccharomyces cerevisiae	cdcode,drllps	client	nucleolus,tam_body		174-194,245-269		RNase_P_p30 (x1)
P38788	Saccharomyces cerevisiae	cdcode,drllps	client	others,stress_granule	464-484	468-485		HSP70 (x1)
P38789	Saccharomyces cerevisiae	cdcode,drllps	client	nucleolus	1-22,275-324,375-453	130-144,290-315,374-387,390-420,425-435		Brix (x1)
P38792	Saccharomyces cerevisiae	cdcode,drllps	client	nucleolus	242-266			KH_6 (x1),ECR1_N (x1)
P38798	Saccharomyces cerevisiae	cdcode,drllps,phasepdb	client	p_body,stress_granule	819-951	843-866,884-936,955-976,1010-1025		MIF4G (x3),Upf2 (x1)
P38817	Saccharomyces cerevisiae	cdcode,drllps	client	stress_granule	358-378	365-374,423-439,462-473		VHS (x1),GAT (x1),Alpha_adaptinC2 (x1)
P38819	Saccharomyces cerevisiae	drllps	regulator	p_body,stress_granule				EMP24_GP25L (x1)
P38820	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	phasepdb	driver	na				
P38822	Saccharomyces cerevisiae	drllps	client	others	429-495	176-196,311-331,434-445,471-494		FCH (x1),SH3_1 (x1),SH3_9 (x1)
P38823	Saccharomyces cerevisiae	cdcode,drllps	client	stress_granule	1-30	49-59,73-105,381-408		FHA (x1),zf-RING_11 (x1)
P38828	Saccharomyces cerevisiae	cdcode,drllps	client	stress_granule				AD (x1)
P38838	Saccharomyces cerevisiae	drllps	regulator	stress_granule	1-23	242-257		WLM (x1)
P38840	Saccharomyces cerevisiae	cdcode,drllps	client	stress_granule				Aminotran_1_2 (x1)
P38856	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	phasepdb	driver	na				
P38863	Saccharomyces cerevisiae	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body		192-204		GCP_C_terminal (x1),GCP_N_terminal (x1)
P38873	Saccharomyces cerevisiae	cdcode,drllps	client	stress_granule	1084-1114	508-526,822-861,1084-1098,1110-1119		HEAT (x1),Raptor_N (x1)
P38886	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	phasepdb	driver	proteasome_storage_granule				
P38903	Saccharomyces cerevisiae	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body	1-250,734-757	11-76,85-147,197-216,740-750		B56 (x1)
P38911	Saccharomyces cerevisiae	cdcode,drllps	client	nucleolus,others,stress_granule	54-128,160-302	60-120,173-190,194-283		NPL (x1),FKBP_C (x1)
P38912	Saccharomyces cerevisiae	cdcode,drllps	client	stress_granule	1-26,133-153	2-17,137-152		eIF-1a (x1)
P38919	Homo sapiens	cdcode,drllps,phasepdb	client	nuclear_body,nuclear_speckle,nucleolus,p62_cluster,p_body,stress_granule		1-13,63-74		Helicase_C (x1),DEAD (x1)
P38931	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	phasepdb	driver	p_body				
P38934	Saccharomyces cerevisiae	cdcode,drllps	client	others,p_body,stress_granule	346-368,447-470	82-102,245-266,348-361,406-470		
P38936	Homo sapiens	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body	76-164	81-96		CDI (x1)
P38956	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	phasepdb	driver	na				
P38961	Saccharomyces cerevisiae	cdcode,drllps	client	nucleolus	1-96	20-38,42-58,218-233,345-379		Methyltransf_8 (x1)
P38966	Saccharomyces cerevisiae	drllps	client	others	205-242,599-629	806-836		
P38967	Saccharomyces cerevisiae	drllps	regulator	p_body,stress_granule	31-53	35-50,193-214,270-284,307-326,430-449		AA_permease (x1)
P38986	Saccharomyces cerevisiae	cdcode,drllps	client	stress_granule				Asparaginase_C (x1),Asparaginase (x1)
P38987	Saccharomyces cerevisiae	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body	210-245	229-241		Ras (x1)
P38996	Saccharomyces cerevisiae	cdcode,drllps,phasepro	driver,client	nab3_nuclear_body,nuclear_body,others,stress_granule	1-174,252-293,571-675,717-802	22-34,43-93,100-139,151-167,172-195,260-276,548-556,573-589,593-618,643-677,697-709,715-728,733-744,763-786	329-404_phasepro,568-793_phasepro	RRM_1 (x1)
P38999	Saccharomyces cerevisiae	cdcode,drllps	client	others,stress_granule				Sacchrp_dh_C (x1),Sacchrp_dh_NADP (x1)
P39006	Saccharomyces cerevisiae	drllps,phasepdb	driver,regulator	stress_granule		108-119	1-500_phasepdb	PS_Dcarbxylase (x1)
P39008	Saccharomyces cerevisiae	drllps,phasepdb	client,regulator	p_body	78-98	21-31,78-93,110-129,358-372		CAF1 (x1)
P39009	Saccharomyces cerevisiae	cdcode,drllps	client	stress_granule	1-29	172-184,234-244		Pkinase (x1),FHA (x1)
P39013	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	cdcode	client	ede1_condensate				
P39019	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus,p_body,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities,stress_granule				Ribosomal_S19e (x1)
P39023	Homo sapiens	cdcode,drllps,phasepdb	client	cajal_body,nucleolus,p62_cluster,p_body,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities,stress_granule	1-37	221-232		Ribosomal_L3 (x1)
P39026	Homo sapiens	phasepdb	client	nucleolus				
P39027	Homo sapiens	phasepdb	client	nucleolus				
P39028	Homo sapiens	phasepdb	client	nucleolus				
P39030	Homo sapiens	phasepdb	client	nuclear_body,nucleolus				
P39053	Mus musculus	cdcode,drllps,phasepdb	driver,client	postsynaptic_density	767-867	554-562,747-761,783-816,819-830		Dynamin_M (x1),Dynamin_N (x1),PH (x1),GED (x1)
P39054	Mus musculus	cdcode,drllps	client	postsynaptic_density	741-870	298-313,554-562,740-752,777-799,831-864		Dynamin_M (x1),Dynamin_N (x1),PH (x1),GED (x1)
P39076	Saccharomyces cerevisiae	cdcode,drllps	client	stress_granule		126-139,496-507		Cpn60_TCP1 (x1)
P39077	Saccharomyces cerevisiae	cdcode,drllps	client	stress_granule				Cpn60_TCP1 (x1)
P39207	Arabidopsis thaliana	cdcode,drllps	client	nucleolus				NDK (x1)
P39447	Mus musculus	cdcode,drllps,phasepdb	driver,client	postsynaptic_density	102-189,296-364,825-944,956-1042,1090-1586	1-17,302-324,605-618,810-824,893-906,939-955,1237-1256,1326-1337,1388-1399,1419-1445,1469-1480	1-1745_phasepdb	ZU5 (x1),PDZ (x3),SH3_2 (x1),Guanylate_kin (x1)
P39516	Saccharomyces cerevisiae	cdcode,drllps	client	nucleolus	118-138	87-115,128-137		Ribosomal_S11 (x1)
P39517	Saccharomyces cerevisiae	cdcode,drllps,llpsdb,phasepdb	driver,client	droplet,p_body,stress_granule,synthetic_condensate_000123,synthetic_condensate_000130,synthetic_condensate_000142,synthetic_condensate_000236,synthetic_condensate_000241	1-20,459-506	5-16,439-452,467-485	1-506_phasepdb	Helicase_C (x1),DEAD (x1)
P39533	Saccharomyces cerevisiae	cdcode,drllps	client	others,stress_granule		195-217		Aconitase (x1),Aconitase_C (x1)
P39656	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus,p62_cluster,stress_granule		23-39,257-271		DDOST_48kD (x1)
P39676	Saccharomyces cerevisiae	cdcode,drllps	client	stress_granule		273-288		FAD_binding_6 (x1),Globin (x1)
P39688	Mus musculus	cdcode,drllps	client	postsynaptic_density	14-35	73-86		SH2 (x1),PK_Tyr_Ser-Thr (x1),SH3_1 (x1)
P39723	Saccharomyces cerevisiae	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body	1-58,221-263	57-77,109-129,171-186,334-353,359-396,440-460,538-549,593-620		Mto2_bdg (x1)
P39729	Saccharomyces cerevisiae	cdcode,drllps	client	others,stress_granule		31-43,45-55,258-263		MMR_HSR1_Xtn (x1),TGS (x1),MMR_HSR1 (x1)
P39730	Saccharomyces cerevisiae	cdcode,drllps	client	others,stress_granule	1-172,184-402	14-26,47-60,67-82,87-144,152-256,275-286,331-345,349-372,381-398,727-741		GTP_EFTU (x1),GTP_EFTU_D2 (x1),IF-2 (x1)
P39731	Saccharomyces cerevisiae	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body		117-130,144-155,205-215		Mis12 (x1)
P39743	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	cdcode	client	ede1_condensate				
P39744	Saccharomyces cerevisiae	cdcode,drllps	client	nucleolus	1-64,76-115,138-169,672-710	22-38,83-95,97-109,163-182		Noc2 (x1)
P39748	Homo sapiens	cdcode,drllps,phasepdb	client,regulator	nucleolus,p62_cluster,p_body,stress_granule	327-380	97-124,361-380		XPG_N (x1),XPG_I (x1)
P39769	Drosophila melanogaster	cdcode,drllps,phasepdb	driver,client	pcg_body	1-85,107-174,252-290,1112-1244,1260-1294	15-28,56-80,119-140,247-256,259-285,411-456,474-485,489-522,580-604,611-657,723-742,775-872,886-974,978-992,1003-1013,1024-1046,1054-1070,1088-1106,1116-1122,1157-1180,1230-1247,1255-1290,1396-1414	1289-1577_phasepdb	SAM_1 (x1)
P39872	Bos taurus	cdcode,drllps	client	nucleolus	1-38	221-232		Ribosomal_L3 (x1)
P39880	Homo sapiens	cdcode	client	pml_nuclear_body				
P39935	Saccharomyces cerevisiae	cdcode,drllps,phasepdb	driver,client	others,p_body,stress_granule	1-77,115-389,481-591,870-952	22-33,35-46,64-84,98-110,173-191,214-226,279-292,302-324,374-388,396-410,522-532,557-568,780-794,864-876,879-899,923-938		eIF_4G1 (x1),MIF4G (x1)
P39936	Saccharomyces cerevisiae	cdcode,drllps,llpsdb,phasepro	driver,client	cytoplasmic_stress_granule,droplet,p_body,stress_granule,synthetic_condensate_000009,synthetic_condensate_000018,synthetic_condensate_000030,synthetic_condensate_000048	1-84,128-205,240-351,457-535,833-914	59-73,80-97,136-156,484-496,514-530,839-867	13-97_phasepro	eIF_4G1 (x1),MIF4G (x1)
P39940	Saccharomyces cerevisiae	drllps	client	others	99-122,139-240,257-298	71-81,149-183,197-219,314-327		WW (x3),C2 (x1),HECT (x1)
P39945	Saccharomyces cerevisiae	cdcode,drllps	client	stress_granule				ADH_N (x1)
P39960	Saccharomyces cerevisiae	cdcode,drllps	client	others,stress_granule	1-209,243-305,353-372,1771-1828	12-51,58-70,160-177,187-208,253-260,286-300,362-374,909-926,1152-1165,1299-1310,1404-1420,1724-1744,1800-1831,1850-1861		RasGEF_N (x1),PH (x1),RhoGAP (x1),RasGEF (x1)
P39969	Saccharomyces cerevisiae	cdcode,drllps	client	stress_granule	1-39,365-412,437-478,491-744,943-986,1007-1040	298-309,318-329,438-458,495-505,556-566,613-648,688-700,933-957		SAM_2 (x1),SH3_1 (x1),PH (x1)
P39976	Saccharomyces cerevisiae	cdcode,drllps	client	stress_granule		228-242		FAD-oxidase_C (x1),FAD_binding_4 (x1)
P39990	Saccharomyces cerevisiae	cdcode,drllps	client	nucleolus		58-71		Ribosomal_L7Ae (x1)
P39998	Saccharomyces cerevisiae	cdcode,drllps,phasepdb	driver,client,regulator	p_body	64-92	68-78,187-205	1-551_phasepdb	YjeF_N (x1),FDF (x1)
P40002	Saccharomyces cerevisiae	cdcode,drllps	client	stress_granule	89-157,232-254,314-389,425-479,528-552,647-666	88-104,233-255,257-275,333-384,418-435,460-476,492-504,642-665		Gti1_Pac2 (x1)
P40005	Saccharomyces cerevisiae	drllps	regulator	p_body				Prefoldin_2 (x1)
P40007	Saccharomyces cerevisiae	drllps	client	others	1-30,77-120	85-96,152-165,173-188,215-225		Nop16 (x1)
P40010	Saccharomyces cerevisiae	cdcode,drllps	client	nucleolus,others	1-53	20-36,57-70,95-106,109-122,353-366		GN3L_Grn1 (x1),MMR_HSR1 (x1)
P40013	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	cdcode,phasepdb	driver,client	+tip_body				
P40014	Saccharomyces cerevisiae	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body	76-101	25-81		
P40016	Saccharomyces cerevisiae	cdcode,drllps	client	stress_granule	480-523	499-521		PCI (x1),Rpn3_C (x1)
P40017	Saccharomyces cerevisiae	cdcode,drllps	client	stress_granule	1-21,197-232,763-787	18-31,203-219,883-892		Carn_acyltransf (x1)
P40023	Saccharomyces cerevisiae	drllps,phasepdb	client,regulator	p_body	1-74,89-115	87-100		
P40024	Saccharomyces cerevisiae	cdcode,drllps	client	others,stress_granule	1-43	5-25,37-51		ABC_tran_Xtn (x1),ABC_tran (x2)
P40029	Saccharomyces cerevisiae	drllps	client	others				PMSR (x1)
P40055	Saccharomyces cerevisiae	cdcode,drllps	client	nucleolus	1-39,475-496			BING4CT (x1)
P40069	Saccharomyces cerevisiae	cdcode,drllps	client	others,stress_granule		316-331,501-518,669-678		IBN_N (x1)
